LOCATION ADDRESS,PERMIT TYPE,FILMING DAYS
"2271 Betty Ln, Beverly Hills, CA, 90210",Filming,1
"2271 Fox Hills Dr, Los Angeles, CA, 90064",Filming,2
"2271 Jesse St, Los Angeles, CA, 90023",Filming,1
"22718 Chase Pl, Los Angeles, CA, 91304",Filming,1
"2273 W 21st St, Los Angeles, CA, 90018",Filming,1
"22748 Saticoy St, Los Angeles, CA, 91307",Filming,1
"2275 La Granada Dr, Los Angeles, CA, 90068",Still,1
"228 N Gramercy Pl, Los Angeles, CA, 90004",Filming,16
"228 S Ave 21, Los Angeles, CA, 90031",Filming,1
"2280 W 21st St, Los Angeles, CA, 90018",Filming,1
"22801 pera , woodland hills, CA 91364",Filming,8
"22809 Del Valle Street, Woodland Hills, CA, 91364",Filming,3
"22821 Ventura Boulevard, Los Angeles, CA, 91364",Filming,1
"22823 Hatteras St, Los Angeles, CA, 91367",Filming,1
"22829 Ventura Blvd, Los Angeles, CA, 91364",Filming,1
"22830 Plummer St, Chatsworth, CA, 91311",Filming,8
"22836 Ventura Blvd, Los Angeles, CA, 91364",Filming,1
"22846 Epsilon St, Woodland Hills, CA, 91364",Filming,2
"22855 Califa St, Woodland Hills, CA, 91367",Filming,6
"2286 W 23rd St, Los Angeles, CA, 90018",Filming,1
"2288 Earl St, Los Angeles, CA, 90039",Still,6
"22880 Ventura Blvd, Los Angeles, CA, 91364",Filming,1
"22890 Ventura Blvd, Los Angeles, CA, 91364",Filming,1
"22890 Ventura Blvd, Los Angeles, CA, 91364",Still,1
"22925 Calvert St, Woodland Hills, CA, 91367",Filming,6
"2293 Miner St, San Pedro, CA, 90731",Filming,1
"2293 Miner St, San Pedro, CA, 90731",Still,1
"2293 W 20th St, Los Angeles, CA, 90018",Filming,6
"2294 W 20th St, Los Angeles, CA, 90018",Filming,2
"22940 Erwin St, Los Angeles, CA, 91367",Filming,3
"2298 W 23rd St, Los Angeles, CA, 90018",Filming,1
"22nd St., Signal St. - Signal Pl., Los Angeles, CA 90732",Filming,2
"230 N Ave 25, Los Angeles, CA, 90031",Filming,8
"230 N Ave 25, Los Angeles, CA, 90031",Still,1
"230 S Irving Blvd, Los Angeles, CA, 90004",Filming,1
"230 W Ave 26, Los Angeles, CA, 90031",Still,1
"2300 Federal Ave, Los Angeles, CA, 90064",Filming,1
"2300 Hidalgo Ave, Los Angeles, CA, 90039",Filming,2
"2300 Penmar Ave, Venice, CA, 90291",Filming,5
"2300 Silver Lake Blvd, Los Angeles, CA, 90039",Filming,2
"2300 Silver Lake Blvd, Los Angeles, CA, 90039",Still,3
"23004 Calvert St, Woodland Hills, CA, 91367",Filming,3
"2301 N Highland Ave, Los Angeles, CA, 90068",Filming,1
"2301 Roscomare Rd, Los Angeles, CA, 90077",Filming,1
"2301 S Hoover St, Los Angeles, CA, 90007",Filming,2
"2301 Westwood Blvd, Los Angeles, CA, 90064",Filming,1
"2302 E 6th St, Los Angeles, CA, 90023",Filming,1
"2302 W 25th St, Los Angeles, CA, 90018",Filming,56
"230-240 S Hill St, Los Angeles, CA, 90013",Filming,1
"23035 Cumorah Crest Dr, Los Angeles, CA, 91364",Filming,2
"2304 Sawtelle Blvd, Los Angeles, CA, 90064",Filming,1
"23041 Hatteras St, Los Angeles, CA, 91367",Filming,1
"23049 Gilmore St, Los Angeles, CA, 91307",Filming,1
"2305 Colorado St, Los Angeles, CA, 90041",Filming,2
"2305 Hidalgo Ave, Los Angeles, CA, 90039",Still,2
"2305 N Highland Ave, Los Angeles, CA, 90068",Filming,1
"2306 Earl St, Los Angeles, CA, 90039",Filming,1
"2306 Penmar Ave, Venice, CA, 90291",Filming,5
"231 S Ave 19, Los Angeles, CA, 90031",Filming,2
"231 S Plymouth Blvd, Los Angeles, CA, 90004",Filming,3
"231 W C St, Los Angeles, CA, 90744",Filming,2
"2310 W 23rd St, Los Angeles, CA, 90018",Filming,1
"23100 Califa St, Los Angeles, CA, 91367",Filming,3
"23101 Califa St, Woodland Hills, CA, 91367",Filming,2
"23104 Hatteras St, Woodland Hills, CA, 91367",Filming,2
"2311 Louella Ave, Los Angeles, CA, 90291",Filming,1
"2311 N Stanley Ave, Los Angeles, CA, 90046",Still,4
"2311 Stanley Hills Dr, Los Angeles, CA, 90046",Still,6
"2313 Frey Ave, Los Angeles, CA, 90291",Filming,3
"23130 Sherman Way, West Hills, CA, 91307",Filming,5
"23130 Ventura Blvd, Los Angeles, CA, 91364",Filming,2
"2316 Laurelmont Pl, Los Angeles, CA, 90046",Filming,3
"2316 S Union Ave, Los Angeles, CA, 90007",Filming,5
"2318 Cloy Ave, Los Angeles, CA, 90291",Filming,1
"2320 Glyndon Ave, Los Angeles, CA, 90291",Filming,1
"2320 Glyndon Ave, Los Angeles, CA, 90291",Still,1
"2320 Panorama Terrace, Los Angeles, CA, 90039",Still,1
"2320 W 25th St, Los Angeles, CA, 90018",Filming,7
"2320 West 25th Street, Los Angeles, CA, 90018",Still,1
"2321 Castilian Dr, Los Angeles, CA, 90068",Filming,37
"2321 Chislehurst Dr, Los Angeles, CA, 90027",Filming,1
"2321 Westwood Blvd, Los Angeles, CA, 90064",Filming,2
"23217 Saticoy St, Los Angeles, CA, 91304",Filming,2
"23221 Saticoy St, Los Angeles, CA, 91304",Filming,21
"23221 Saticoy St, Los Angeles, CA, 91304",Still,1
"23221 Saticoy St., West Hills , CA, 91304",Filming,6
"23221 Saticoy Street, Los Angeles, CA, 91304",Filming,6
"2323 Corinth Ave, Los Angeles, CA, 90064",Filming,5
"2323 Roscomare Rd, Los Angeles, CA, 90077",Filming,2
"23237 Dolorosa St, San Fernando Valley, CA, 91367",Filming,2
"23237 Dolorosa St, San Fernando Valley, CA, 91367",Still,1
"2324 Bancroft Ave, Los Angeles, CA, 90039",Filming,3
"2324 Colorado Blvd, Los Angeles, CA, 90041",Filming,1
"2324 Cotner Ave, Los Angeles, CA, 90064",Filming,1
"2324 Jupiter Dr, Los Angeles, CA, 90046",Filming,2
"2324 Nottingham Ave, Los Angeles, CA, 90027",Filming,2
"2324 Purdue Ave, Los Angeles, CA, 90025",Filming,1
"2324 W Ave 31, Los Angeles, CA, 90065",Filming,2
"2325 Jesse St, Los Angeles, CA, 90023",Still,1
"2325 N Vermont Ave, Los Angeles, CA, 90027",Filming,2
"23254 Hatteras St, Woodland Hills, CA, 91367",Filming,2
"2329 E Live Oak Dr, Los Angeles, CA, 90068",Filming,1
"2329 Purdue Ave, Los Angeles, CA, 90064",Filming,1
"233 S Beaudry Ave, Los Angeles, CA, 90012",Filming,4
"233 S Beaudry Ave, Los Angeles, CA, 90012",Still,2
"233 S Beaudry Ave, Los Angeles, CA, 90026",Filming,25
"233 S Broadway, Los Angeles, CA, 90012",Filming,1
"233 S Main St, Los Angeles, CA, 90012",Filming,1
"2330 East Cesar E Chavez Avenue, Los Angeles, CA, 90033",Filming,1
"2331 Camden Ave, Los Angeles, CA, 90064",Filming,1
"2331 East Cesar E Chavez Avenue, Los Angeles, CA, 90033",Filming,1
"23317 Califa St., Woodland Hills, CA, 91367",Filming,3
"233-253 E 1st St, Los Angeles, CA, 90012",Filming,1
"23327 Ostronic Dr, Los Angeles, CA, 91367",Filming,1
"23340 Canzonet St, Woodland Hills, CA, 91367",Filming,4
"23341 Ostronic Dr, San Fernando Valley, CA, 91364",Filming,1
"23341 Ostronic Dr, Woodland Hills, CA, 91367",Filming,16
"23351 Ostronic Dr, Woodland Hills, CA, 91367",Filming,2
"23351 Ostronic Dr, Woodland Hills, CA, 91367",Still,1
"23367 Ingomar St, Canoga Park, CA, 91304",Filming,1
"2337 Hercules Dr, Los Angeles, CA, 90046",Filming,7
"2338 Jesse St, Los Angeles, CA, 90023",Filming,1
"23388 Mulholland Dr, Los Angeles, CA, 91364",Filming,3
"234 N Ridgewood Place, Los Angeles, CA, 90004",Filming,1
"234 S Muirfield Rd, Los Angeles, CA 90004",Filming,2
"234 S Oxford Ave, Los Angeles, CA, 90004",Filming,1
"2340 Beach Ave, Los Angeles, CA, 90291",Filming,1
"2340 N Vermont Ave, Los Angeles, CA, 90027",Filming,1
"2341 Frey Ave, Venice, CA, 90291",Filming,1
"23421 Covello St, Los Angeles, CA, 91304",Filming,3
"23439 Mariano St, Los Angeles, CA, 91367",Filming,1
"2345 Crenshaw Blvd, Los Angeles, CA, 90016",Filming,1
"23450 Collins St, San Fernando Valley, CA, 91367",Filming,1
"2346 Astral Dr, Los Angeles, CA, 90046",Filming,3
"23466 Hatteras St, Woodland Hills, CA, 91367",Filming,1
"235 S San Pedro St, Los Angeles, CA, 90012",Filming,2
"2350 S Miner St, Los Angeles, CA 90731",Filming,1
"23504 Calabasas Rd, Calabasas, CA, 91302",Filming,1
"23512 Mariano St, Woodland Hills, CA, 91367",Filming,1
"23512 Mariano St, Woodland Hills, CA, 91367",Still,1
"23515 Hatteras St, Woodland Hills, CA, 91367",Filming,1
"2352 W 23rd St, Los Angeles, CA, 90018",Filming,11
"23527 Calabasas Rd, Los Angeles, CA 91302",Filming,4
"23527 Clarendon St, Los Angeles, CA, 91367",Filming,16
"23556 Hatteras St, Woodland Hills, CA, 91367",Filming,1
"236 N Larchmont Blvd, Los Angeles, CA, 90004",Filming,2
"2360 Nichols Canyon Rd, Los Angeles, CA, 90046",Filming,1
"23600 Roscoe Blvd, Canoga Park, CA, 91304",Filming,4
"23600 Roscoe Blvd, Canoga Park, CA, 91304",Still,2
"23600 Roscoe Boulevard, West Hills, CA, 91304",Filming,2
"23643 Califa St, Los Angeles, CA, 91367",Filming,3
"23649 Emelita St, Woodland Hills, CA, 91367",Filming,1
"23656 Marylee St, Los Angeles, CA, 91367",Filming,1
"23659 Martha St, Woodland Hills, CA, 91367",Filming,1
"2366 Glendale Blvd, Los Angeles, CA, 90039",Filming,1
"2366 Glendale Blvd, Los Angeles, CA, 90039",Still,2
"2366 Nichols Canyon Rd, Los Angeles, CA, 90046",Filming,3
"2369 N Vermont Ave, Los Angeles, CA, 90027",Filming,1
"237 N Mission Rd, Los Angeles, CA, 90033",Filming,2
"237 N San Fernando Rd, Los Angeles, CA, 90031",Filming,2
"237 S Broadway, Los Angeles, CA, 90012",Filming,1
"237 S Hill St, Los Angeles, CA, 90012",Filming,2
"237 S Los Angeles St, Los Angeles, CA, 90012",Filming,4
"2370 Nichols Canyon Rd, Los Angeles, CA, 90046",Filming,1
"23748 Ingomar St, Los Angeles, CA, 91304",Still,1
"2375 Glendale Blvd, Los Angeles, CA, 90039",Filming,1
"23760 Canzonet St, Woodland Hills, CA, 91367",Filming,3
"23763 Clarendon St, Los Angeles, CA, 91367",Filming,2
"2378 Jupiter Dr., Los Angeles, CA, 90046",Filming,1
"2378 Loma Vista Pl, Los Angeles, CA, 90039",Filming,2
"238 S Van Ness Ave, Los Angeles, CA, 90004",Filming,2
"23800 Kittridge St, Los Angeles, CA, 91307",Filming,6
"23821 Berdon St, Los Angeles, CA, 91367",Filming,1
"23830 Califa St, Van Nuys, CA 91367",Filming,5
"23848 Killion St, Woodland Hills, CA, 91367",Filming,10
"2388 Glendale Blvd, Los Angeles, CA, 90039",Filming,1
"2388 Kimridge Rd, Los Angeles, CA, 90210",Filming,1
"2389 Silver Lake Blvd, Los Angeles, CA, 90039",Filming,7
"239 S Vermont Ave, Los Angeles, CA, 90004",Filming,1
"239 South Vermont Avenue, Los Angeles, CA, 90004",Filming,2
"23936 Highlander Rd, Los Angeles, CA, 91307",Filming,8
"2395 Glendale Blvd, Los Angeles",Filming,1
"23rd St., Vermont Av., Martin Luther King Bl, Figueroa St. (INCLUSIVE), Los Angeles, CA, 90011",Filming,1
"24 Breeze Ave, Los Angeles, CA, 90291",Filming,1
"24 Windward Ave, Los Angeles, CA, 90291",Filming,3
"240 Mt Washington Dr, Los Angeles, CA, 90065",Filming,1
"240 Venice Blvd, Los Angeles, CA, 90015",Filming,1
"240 Venice Blvd, Los Angeles, CA, 90015",Still,4
"240 W Venice Blvd, Los Angeles, CA, 90015",Filming,8
"240 W Venice Blvd, Los Angeles, CA, 90015",Still,2
"2400 Allesandro St, Los Angeles, CA, 90039",Filming,1
"2400 E Pacific Coast Hwy, Wilmington, CA, 90744",Filming,2
"2400 Fletcher Dr, Los Angeles, CA, 90039",Filming,1
"2400 Hyperion Ave, Los Angeles, CA, 90027",Filming,1
"2400 Jupiter Dr, Los Angeles, CA, 90046",Filming,1
"2400 N Gower St, Los Angeles, CA, 90068",Filming,1
"2400 Pacific Coast Hwy, Los Angeles, CA, 90744",Filming,1
"2400 S Hoover St, Los Angeles, CA, 90007",Filming,1
"2400 South Hoover Street, Los Angeles, CA, 90007",Filming,1
"2401 Nottingham Ave, Los Angeles, CA, 90027",Filming,2
"2401 Nottingham Ave, Los Angeles, CA, 90027",Still,1
"2401 Wilshire Blvd, Los Angeles, CA, 90057",Filming,1
"24013 Sylvan St, Los Angeles, CA, 91367",Filming,1
"2402 S Shenandoah St, Los Angeles, CA, 90034",Filming,2
"2402 Silver Ridge Ave, Los Angeles, CA, 90039",Still,1
"2403 Nottingham Ave, Los Angeles, CA, 90027",Filming,3
"2404 WILSHIRE BL, LOS ANGELES, CA, 90057",Filming,6
"2404 WILSHIRE BL, LOS ANGELES, CA, 90057",Still,5
"2404 Wilshire Blvd #7f, Los Angeles, CA, 90057",Filming,1
"2404 Wilshire Blvd, 7F, Los Angeles, CA, 90057",Still,1
"2404 Wilshire Blvd, Los Angeles, CA, 90057",Filming,17
"2404 Wilshire Blvd, Los Angeles, CA, 90057",Still,26
"2404 Wilshire Blvd. #7F, Los Angeles, CA, 90057",Still,2
"2404 Wilshire Blvd., Los Angeles, CA, 90057",Filming,2
"2404 Wilshire Blvd., Los Angeles, CA, 90057",Still,7
"24041 Gilmore St, Los Angeles, CA, 91307",Filming,1
"2406 Gramercy Park, Los Angeles, CA, 90018",Filming,1
"241 S Norton Ave, Los Angeles, CA, 90004",Filming,3
"2410 Daly St, los angeles, 90031",Filming,1
"2410 Hyperion Ave, Los Angeles, CA, 90027",Still,1
"2410 W 6th St, Los Angeles, CA, 90057",Filming,2
"2411 SIchel St, Los Angeles, CA, 90031",Filming,1
"2412 Zorada Dr, Los Angeles, CA, 90046",Filming,7
"2412/2414  East 112th Place, Los Angeles , CA, 90059",Filming,1
"2415 Eads St, Los Angeles, CA, 90031",Filming,1
"2417 Lincoln Blvd, Los Angeles, CA, 90291",Filming,4
"2418 W 6th St, Los Angeles, CA, 90057",Filming,1
"2419 E 23rd St, Los Angeles, CA, 90058",Still,1
"2419 Sichel St, Los Angeles, CA, 90031",Filming,1
"242 Mt Washington Dr, Los Angeles, CA, 90065",Filming,1
"242 S Broadway, Los Angeles, CA, 90012",Filming,1
"242 S Western Ave, Los Angeles, CA, 90004",Filming,3
"2420 Grand Canal, Los Angeles, CA, 90291",Filming,1
"2420 McKinley Ave, Los Angeles, CA, 90291",Filming,11
"2420 McKinley Ave, Los Angeles, CA, 90291",Still,3
"2421 S Figueroa St, Los Angeles, CA, 90007",Filming,7
"2421 S Figueroa St, Los Angeles, CA, 90007",Still,1
"2422 Claremont Ave, Los Angeles, CA, 90027",Filming,15
"2422 W Florence Ave, Los Angeles, CA, 90043",Filming,1
"24220 Clarington Dr, Los Angeles, CA, 91304",Filming,2
"2424 Cloy Ave, Venice, CA, 90291",Filming,2
"2425 9th Ave, Los Angeles, CA, 90018",Filming,2
"2425 Coldwater Canyon Ln, Los Angeles, CA, 90210",Filming,1
"2425 S Western Ave, Los Angeles, CA, 90018",Filming,5
"2426 Tesla Terrace, Los Angeles, CA, 90039",Still,1
"2427 E 1st St, Los Angeles, CA, 90033",Filming,1
"2429 Boone Ave, Los Angeles, CA, 90291",Filming,2
"2429 East Cesar E Chavez Avenue, Los Angeles, CA, 90033",Still,2
"243 S Medio Dr, Los Angeles, CA, 90049",Filming,2
"243 S San Pedro St, Los Angeles, CA, 90012",Filming,1
"243 S Spring St, Los Angeles, CA, 90012",Filming,1
"2430 12th Ave, Los Angeles, CA, 90018",Filming,2
"2430 Gramercy Park, Los Angeles, CA, 90018",Filming,2
"2430 S Sepulveda Blvd, Los Angeles, CA, 90064",Filming,1
"2434 E 112th Pl, Los Angeles, CA, 90059",Filming,1
"244 S Plymouth Blvd, Los Angeles, CA, 90004",Filming,2
"244 S San Pedro St, Los Angeles, CA, 90012",Filming,4
"244 S San Pedro St, Los Angeles, CA, 90013",Filming,1
"2442 Gramercy Park, Los Angeles, CA, 90018",Filming,1
"2449 S Barrington Ave, Los Angeles, CA, 90064",Filming,1
"245 Main St, Los Angeles, CA, 90291",Filming,1
"245 Main St, Los Angeles, CA, 90291",Still,2
"2455 Colorado Blvd, Los Angeles, CA, 90041",Filming,1
"2455 Gramercy Pl, Los Angeles, CA 90018",Filming,2
"2455 Ivanhoe Dr, Los Angeles, CA, 90039",Filming,12
"2457 Angelo Dr, Los Angeles, CA, 90077",Filming,1
"2458 Micheltorena St, Los Angeles, CA, 90039",Filming,1
"2459 Park Oak Dr, Los Angeles, CA, 90068",Filming,1
"246 S Spring St, Los Angeles, CA, 90012",Filming,2
"246 S Spring St, Los Angeles, CA, 90012",Still,2
"2460 Gramercy Park, Los Angeles, CA, 90018",Filming,1
"2460 S Robertson Blvd, Los Angeles, CA, 90034",Filming,3
"2463 Achilles Dr, Los Angeles, CA, 90046",Filming,6
"2463 Achilles Drive, Los Angeles, CA, 90046",Filming,1
"2463 Hidalgo Ave, Los Angeles, CA, 90039",Filming,3
"2467 Signal St - 2599 Signal St, Los Angeles, CA, 90731",Still,1
"2468 Coldwater Canyon Dr, Beverly Hills, CA, 90210",Filming,1
"247 Lorraine Blvd, Los Angeles, CA, 90004",Filming,6
"247 S Main St, Los Angeles, CA, 90012",Filming,3
"2470 Hunter St, Los Angeles, CA, 90021",Filming,2
"2471 Lanterman Terrace, Los Angeles, CA, 90039",Filming,6
"2472 E 8th St, Los Angeles, CA, 90021",Filming,1
"2472 Hunter St, Los Angeles, CA, 90021",Still,2
"2476 Hunter St, Los Angeles, CA, 90021",Filming,20
"2476 Hunter St, Los Angeles, CA, 90021",Still,7
"2476 Hunter St, Los Angeles, CA, 90023",Filming,38
"2476 Hunter St, Los Angeles, CA, 90023",Still,20
"2476 N Beachwood Dr, Los Angeles, CA, 90068",Filming,2
"248 Main St., Venice, CA, 90291",Filming,1
"2481 W 11th St, Los Angeles, CA, 90006",Filming,1
"2485 N Lake Ave, Altadena, CA, 91001",Filming,1
"249 Lincoln Blvd, Los Angeles, CA, 90291",Filming,12
"2492 Lincoln Blvd, Los Angeles, CA, 90291",Filming,1
"24th St, Arlington  - Gramercy Pl, Los Angeles, CA 90018",Filming,2
"250 Market St, Venice, CA, 90291",Filming,1
"250 S Bristol Ave, Los Angeles, CA, 90049",Filming,3
"250 S Grand Ave, Los Angeles, CA, 90012",Filming,1
"250 S HARBOR BL., BERTH 87, SAN PEDRO, CA, 90731",Filming,1
"250 S Harbor Blvd (Berth 87), Los Angeles, CA, 90731",Filming,33
"250 S Olive St, Los Angeles, CA, 90012",Filming,1
"250 S Rimpau Blvd, Los Angeles, CA, 90019",Filming,1
"250 South Harbor Blvd, Los Angeles, CA, 90731",Still,1
"250 W 5th St, Los Angeles, CA, 90731",Filming,2
"2500 Briarcrest Rd, Beverly Hills, CA, 90210",Filming,3
"2500 Briarcrest Rd, Beverly Hills, CA, 90210",Still,3
"2500 Briarcrest Rd, Los Angeles, CA 90028",Filming,2
"2500 E Airport Dr., Ontario, CA, 91761",Filming,2
"2500 Michigan Avenue, Santa Monica, CA, 90403",Filming,1
"2500 Minor St, San Pedro, CA 90731",Still,1
"2500 N Commonwealth Ave, Los Angeles, CA, 90027",Filming,2
"2500 N Commonwealth Ave, Los Angeles, CA, 90027",Still,1
"2500 Signal St @ Warehouse #1, San Pedro, CA, 90731",Filming,4
"2500 Signal St, Los Angeles, CA, 90731",Filming,11
"2500 W Ave 33, Los Angeles, CA, 90065",Filming,2
"2501 4th Ave, Los Angeles, CA, 90018",Filming,14
"2501 9th Ave, Los Angeles, CA, 90018",Filming,8
"2501 Motor Ave, Los Angeles, CA, 90064",Filming,18
"2501 Ocean Front Walk, Los Angeles, CA, 90291",Still,1
"2501 Wilshire Blvd, Los Angeles, CA, 90057",Filming,7
"2501 Zorada Dr, Los Angeles, CA, 90046",Filming,4
"2502 Daly St, Los Angeles, CA, 90031",Filming,2
"2504 Via Artis, Los Angeles, CA, 90039",Filming,1
"2505 W 6th St, Los Angeles, CA, 90057",Filming,7
"2506 E 1st St, Los Angeles, CA 90033",Filming,1
"2507 Medford St, Los Angeles, CA, 90033",Filming,1
"2508 E 3rd St, Los Angeles, CA, 90033",Filming,1
"2509 S Central Ave, Los Angeles, CA, 90011",Filming,5
"2509 Wilshire Blvd, Los Angeles, CA, 90057",Filming,1
"251 S Grand Ave Lower Level, Los Angeles, CA, 90012",Still,1
"251 S Main St, Los Angeles, CA, 90012",Filming,3
"251 S Mariposa Ave, Los Angeles, CA, 90004",Filming,1
"251 S Olive St, Los Angeles, CA, 90012",Filming,1
"251 Veteran Ave, Los Angeles, CA, 90024",Filming,2
"2512 3/4 W. Sunset Blvd., Los Angeles, CA, 90026",Filming,1
"2516 9th Ave, Los Angeles, CA, 90018",Filming,1
"2517 Ocean Front Walk, Venice, CA, 90291",Filming,2
"2517 Ocean Front Walk, Venice, CA, 90291",Still,1
"2518 Thurman Ave, Los Angeles, CA, 90016",Filming,4
"252 S Western Ave, Los Angeles, CA, 90004",Filming,2
"2520 Jalmia Dr, Los Angeles, CA, 90046",Filming,1
"2525 W 7th St, Los Angeles, CA, 90057",Filming,1
"2529 N Commonwealth Ave, Los Angeles, CA, 90027",Filming,34
"253 Broadway #508, Los Angeles, CA, 90003",Still,1
"253 Broadway, Los Angeles, CA, 90003",Still,1
"253 S Broadway, Los Angeles, CA, 90012",Filming,6
"253 S Main St, Los Angeles, CA, 90012",Filming,2
"2530 7th Ave, Los Angeles, CA, 90018",Filming,7
"2539 Lincoln Blvd, Los Angeles, CA, 90291",Filming,1
"254 S Hill St, Los Angeles, CA, 90012",Still,1
"2540 Thames St, Los Angeles, CA, 90046",Filming,1
"2543 Hutton Drive, Los Angeles, CA, 90210",Filming,1
"2543 Veteran Ave, Los Angeles, CA, 90064",Filming,1
"2545 Lincoln Blvd, Los Angeles, CA, 90291",Filming,1
"2549 Lincoln Blvd, Los Angeles, CA, 90291",Filming,12
"255 Main St, Los Angeles, CA, 90291",Still,1
"255 S Catalina St, Los Angeles, CA, 90004",Filming,5
"255 S Grand Ave, Los Angeles, CA, 90012",Filming,3
"255 S Hill St, Los Angeles, CA, 90012",Filming,4
"255 S Santa Fe Ave, Los Angeles, CA, 90013",Filming,1
"2550 E Olympic Blvd, Los Angeles, 90023",Filming,1
"2551 Motor Ave, Los Angeles, CA, 90064",Filming,93
"2555 Benedict Canyon Dr, Los Angeles, CA, 90210",Filming,4
"2555 Benedict Canyon Drive, Los Angeles, CA, 90210",Filming,16
"2556 E Olympic Blvd, Los Angeles, CA, 90023",Filming,21
"2564 Lake View Ave, Los Angeles, CA, 90039",Filming,2
"2571 Wallingford Dr, Los Angeles, CA, 90210",Filming,63
"2571 Westwood Blvd, Los Angeles, CA, 90064",Filming,1
"2575 Park Oak Dr, Los Angeles, CA, 90068",Filming,8
"258 6th Ave, Los Angeles, CA, 90291",Still,1
"258 S Hudson Ave, Los Angeles, CA, 90004",Filming,1
"2584 Midvale Ave, Los Angeles, CA, 90064",Filming,4
"2584 Midvale St, Los Angeles, CA, 90064",Filming,1
"2585 W Olympic Blvd, Los Angeles, CA, 90006",Filming,1
"259 Oceano Dr, Los Angeles, CA, 90049",Still,1
"2590 Glendale Blvd, Los Angeles, CA, 90039",Filming,1
"25th St, Gaffey St, Shepard St, Paseo Del Mar (Inclusive), Los Angeles, CA, 90731",Filming,1
"25th St.,  Arlington Av - Cimarron St, Los Angeles, CA, 90018",Filming,2
"26 Brooks Ave, Los Angeles, CA, 90291",Filming,1
"260 W Channel Rd, Los Angeles, CA, 90402",Still,2
"2600 Franklin Canyon Dr, Beverly Hills, CA, 90210",Filming,2
"2600 Lake Hollywood Dr, Los Angeles, CA, 90068",Still,1
"2600 S Robertson Blvd, Los Angeles, CA, 90034",Filming,1
"2601 Motor Ave, Los Angeles, CA, 90064",Still,1
"2601 Soto St, Vernon, CA, 90011",Filming,8
"2601 W Slauson Ave, Los Angeles, CA, 90043",Filming,2
"2605 Hyperion Ave, Los Angeles, CA, 90027",Filming,1
"2605 S La Cienega Blvd, Los Angeles, CA 90034",Filming,1
"2607 Beach Ave, Los Angeles, CA, 90291",Still,1
"2607 Glendower Ave, Los Angeles, CA, 90027",Filming,1
"2608 N Beachwood Dr, Los Angeles, CA, 90028",Filming,1
"2609 Hyperion Ave, Los Angeles, CA, 90027",Filming,1
"261 Baroda Dr, Los Angeles, CA, 90077",Filming,1
"2615 Wilshire Blvd, Santa Monica, CA, 90403",Filming,1
"2616 Dalton Ave, Los Angeles, CA, 90018",Filming,4
"2616 N. Broadway , Los Angeles, CA, 90031",Filming,2
"2618 Workman St, Los Angeles, CA, 90031",Filming,2
